id,x,y,value
0,323.51279360198805,-1594.7693493056472,0.008544123986249775
1,397.70644958011826,-1433.133170210435,0.008420009044781736
2,339.3312729557888,-1412.5116981812193,0.008120376951598302
3,287.69854501998793,-1395.8069920843427,0.007872063312730377
4,234.54720743901657,-1376.0650666971246,0.0076018328256286264
5,210.24945311628676,-1371.509237761613,0.007533263770949243
6,185.951698793557,-1366.9534088261012,0.007435716570508674
7,362.1104176333479,-1363.9161895357597,0.00802425585646267
8,311.99629934271775,-1342.6556545033714,0.007698363852494071
9,264.91940034242873,-1318.3579001806415,0.0073820836548173395
10,223.91693992282228,-1287.9857072772293,0.007082241512933457
11,216.3238916969692,-1304.690413374106,0.007113572908304865
12,418.2989745046606,-1388.2139438584895,0.008375863579414094
13,245.02944241837068,-1243.9919686994047,0.006967901105537967
14,288.8266550421147,-1268.2488864602474,0.007234717630552867
15,337.34049056380036,-1290.4843944076868,0.007535474256604222
16,386.5281293566206,-1314.067508897395,0.007915459531250524
17,441.106194318517,-1342.367246285045,0.008319794601293801
18,267.26495036580997,-1196.825739719988,0.006848183648614409
19,312.40976953182303,-1219.7350509385617,0.007102005766456788
20,360.24980178237416,-1241.970558886001,0.007411764575774984
21,408.08983403292535,-1267.575083189113,0.007814078203637161
22,460.64648918141813,-1293.8534107633593,0.008235990954016463
23,291.5218681266528,-1147.6381009271677,0.006717494209788619
24,336.66668729266587,-1171.8950186880106,0.00698461778188251
25,381.1377031875444,-1194.8043299065844,0.007301999463129369
26,429.65153870923007,-1221.7564607519653,0.007719269732425302
27,482.8819971288574,-1248.0347883262118,0.008174218012518749
28,311.06216298955394,-1102.4932817611545,0.006635720336011842
29,358.90219524010513,-1126.076396250863,0.006870777253293778
30,404.0470144061182,-1151.0071172828402,0.007210413046735928
31,453.2346531989384,-1175.264035043683,0.007640904846140472
32,505.1175050762967,-1200.8685593467949,0.00812142301708846
33,333.29767093699326,-1055.3270527817378,0.0065624047823134015
34,381.1377031875444,-1079.5839705425808,0.006798199758740346
35,427.63012889582654,-1103.167085032289,0.007138874322792353
36,475.4701611463777,-1126.7501995219973,0.007582753934941584
37,523.3101933969288,-1149.659510740571,0.008061665922400534
38,356.88078542670155,-1007.4870205311868,0.006514669609646599
39,401.3518013215801,-1029.722528478626,0.006757472505453161
40,451.21324338553484,-1053.9794462394689,0.0070965470185646515
41,499.05327563608597,-1077.5625607291772,0.007547614427679199
42,548.9147177000407,-1103.8408883034235,0.008064814023483807
43,379.79009664527536,-960.9945948229047,0.006492982451619043
44,426.28252235355745,-983.230102770344,0.006747298783028645
45,473.4487513329741,-1006.8132172600523,0.007094131431115674
46,521.2887835835252,-1031.0701350208951,0.0075511371725170435
47,567.7812092918073,-1053.9794462394689,0.008035398964723777
48,402.0256045927146,-909.7855462166809,0.00650146109847078
49,450.5394401144003,-934.7162672486583,0.006786710133058611
50,495.68425928041336,-957.6255784672321,0.007119280518236893
51,544.198094802099,-983.9039060414785,0.0075863409133812764
52,588.6691106969776,-1006.1394139889178,0.008050274076787866
53,637.8567494897978,-921.2402018259677,0.008218611065369313
54,350.8165559864908,-781.0891214299868,0.006278234766015038
55,342.7309167328765,-878.1167924733581,0.005076434721735784
56,362.9450148669122,-767.6130560072966,0.006162820861018907
57,358.9021952401051,-704.2755485206512,0.006266480146622516
58,478.83917750205023,-713.7087943165346,0.00489287464297196
59,350.81655598649076,-623.4191559845085,0.006708589786406525
60,218.75111484412417,-631.5047952381227,0.006355543911257244
61,474.7963578752431,-600.5098447659346,0.006799030118073002
62,519.2673737701217,-644.9808606608133,0.0067699453022753014
63,660.7660607083716,-740.6609251619155,0.007668579031287358
64,563.7383896650002,-865.9883335929369,0.007023608694598801
65,554.3051438691169,-878.1167924733584,0.007053341242046048
66,597.4285532217264,-899.6784971496631,0.007629335293883051
67,623.0330775248383,-857.9026943393226,0.007642346931104984
68,662.1136672506407,-879.4643990156274,0.008177944629036277
69,645.942388743412,-826.9077438671345,0.007713255366355909
70,687.7181915537525,-852.5122681702464,0.008271992608334961
71,667.5040934197168,-798.6080064794846,0.007883730385648453
72,702.541863518712,-824.2125307825966,0.008331116568715512
73,691.7610111805596,-759.5274167536822,0.008073078675714652
74,736.2320270754383,-782.436727972256,0.008513425095630524
75,717.3655354836716,-721.7944335701488,0.008024151239150384
76,760.4889448362811,-748.7465644155299,0.008442271278670154
77,740.2748467022453,-692.1470896402299,0.008018986423819138
78,782.0506495125859,-719.0992204856109,0.008410470890565193
79,760.4889448362811,-658.4569260835037,0.008029711896899213
80,803.6123541888905,-686.7566634711536,0.008397672894563458
81,787.441075681662,-628.8095821535846,0.00811776268882414
82,825.1740588651953,-651.7188933721584,0.008456212048844582
83,807.6551738156977,-600.5098447659346,0.008217064008313534
84,848.0833700837692,-626.1143690690466,0.008548307263569482
85,830.5644850342716,-565.4720746669394,0.008355261334847036
86,873.687894386881,-591.0765989700514,0.008670234946128735
87,705.2370766032501,-492.7013213844109,0.007280662745096776
88,605.5141924753407,-485.9632886730657,0.006501419880555319
89,469.40593170616694,-498.0917475534871,0.006955904402372267
90,449.19183357213126,-503.4821737225633,0.007087589110610352
91,427.6301288958265,-506.17738680710136,0.0069528732452712495
92,428.97773543809546,-554.691222328787,0.006244829520658983
93,341.38331019060746,-566.8196812092085,0.0068478868539859055
94,244.35563914723605,-570.8625008360157,0.006549647304069032
95,404.7208176772527,-340.42178210800864,0.007274914608682802
96,439.7585877762479,-322.90289705851103,0.0073172501787021355
97,919.5065168240287,-518.3058456875228,0.00868269542571325
98,818.4360261538501,-817.474498071251,0.007987783625651708
99,889.8591728941096,-832.2981700362105,0.007886305407715599
100,1001.7105159024404,-887.5500382692414,0.00776481621963614
101,1059.6575972200094,-941.4542999600033,0.007644416459269046
